,0,1,2,3,policy,action
0,2.44381952,1.4915588194592886,3.7634595509913296,17.11439584196521,0,1
1,2.44381952,1.4915588194592886,3.7634595509913296,17.11439584196521,1,0
2,2.6173028352,0.9576995263271274,2.0840847039297254,18.63633523514093,0,1
3,2.6173028352,0.9576995263271274,2.0840847039297254,18.63633523514093,1,0
4,2.749150154752,0.6173355604907662,1.1099102058210095,19.419412203558686,0,1
5,2.749150154752,0.6173355604907662,1.1099102058210095,19.419412203558686,1,0
6,2.84935411761152,0.41046992211597894,0.5748058432954426,19.744161483482845,0,1
7,2.84935411761152,0.41046992211597894,0.5748058432954426,19.744161483482845,1,0
8,2.9255091293847553,0.2888413299465372,0.29270201510526034,19.805985393714856,0,1
9,2.9255091293847553,0.2888413299465372,0.29270201510526034,19.805985393714856,1,0
10,2.983386938332414,0.21877598074048943,0.14844017455292388,19.725651605416594,0,0
11,2.983386938332414,0.21877598074048943,0.14844017455292388,19.725651605416594,1,0
12,2.2673740731326344,0.20783615959855828,0.09600788320219414,19.552366868803418,0,0
13,2.2673740731326344,0.20783615959855828,0.09600788320219414,19.552366868803418,1,0
14,1.723204295580802,0.21981112800686098,0.0731934581280842,19.351181102539872,0,0
15,1.723204295580802,0.21981112800686098,0.0731934581280842,19.351181102539872,1,0
16,1.3096352646414096,0.24432155884968104,0.06290679224016396,19.140188795127102,0,0
17,1.3096352646414096,0.24432155884968104,0.06290679224016396,19.140188795127102,1,0
18,0.9953228011274713,0.27771577853424334,0.059159583912891875,18.925863467321797,0,0
19,0.9953228011274713,0.27771577853424334,0.059159583912891875,18.925863467321797,1,0
20,2.44381952,1.4915588194592886,3.7634595509913296,17.11439584196521,0,1
21,2.44381952,1.4915588194592886,3.7634595509913296,17.11439584196521,1,0
22,1.8573028352,1.1560315059271011,2.5845104150412217,18.135909524029433,0,1
23,1.8573028352,1.1560315059271011,2.5845104150412217,18.135909524029433,1,0
24,1.4115501547520002,1.0019298619602426,1.9803302077549447,18.56073300564273,0,1
25,1.4115501547520002,1.0019298619602426,1.9803302077549447,18.56073300564273,1,0
26,1.07277811761152,0.9369719077335383,1.6381925071874714,18.713967809661618,0,1
27,1.07277811761152,0.9369719077335383,1.6381925071874714,18.713967809661618,1,0
28,0.8153113693847553,0.9229257650607561,1.4321501330832638,18.727387453924248,0,1
29,0.8153113693847553,0.9229257650607561,1.4321501330832638,18.727387453924248,1,0
30,0.6196366407324141,0.9418288563634986,1.3041147176000216,18.662227829144094,0,1
31,0.6196366407324141,0.9418288563634986,1.3041147176000216,18.662227829144094,1,0
32,0.4709238469566347,0.984431930055376,1.224448958466663,18.55002311799115,0,1
33,0.4709238469566347,0.984431930055376,1.224448958466663,18.55002311799115,1,0
34,0.3579021236870424,1.0456415870099955,1.1768164752668189,18.40836257102887,0,1
35,0.3579021236870424,1.0456415870099955,1.1768164752668189,18.40836257102887,1,0
36,0.27200561400215223,1.1225188688999514,1.1516580857246408,18.24770095992683,0,1
37,0.27200561400215223,1.1225188688999514,1.1516580857246408,18.24770095992683,1,0
38,0.20672426664163568,1.2133236235387814,1.1431186725752833,18.074579239410397,0,1
39,0.20672426664163568,1.2133236235387814,1.1431186725752833,18.074579239410397,1,0
40,0.4369228219477328,0.42078684838265207,0.06892890198603858,18.283799781674777,0,1
41,0.4369228219477328,0.42078684838265207,0.06892890198603858,18.283799781674777,1,0
42,1.092061344680277,0.42601154672303415,0.06817207185361597,18.081769500404175,0,0
43,1.092061344680277,0.42601154672303415,0.06817207185361597,18.081769500404175,1,0
44,0.8299666219570105,0.4496081226237624,0.07084008047078566,17.878846405395574,0,0
45,0.8299666219570105,0.4496081226237624,0.07084008047078566,17.878846405395574,1,0
46,0.630774632687328,0.4865430975453866,0.0762855854489786,17.676230317843277,0,0
47,0.630774632687328,0.4865430975453866,0.0762855854489786,17.676230317843277,1,0
48,0.4369228219477328,0.42078684838265207,0.06892890198603858,18.283799781674777,0,1
49,0.4369228219477328,0.42078684838265207,0.06892890198603858,18.283799781674777,1,0
50,0.3320613446802769,0.48196340563773604,0.07733752037913873,18.072604051878653,0,1
51,0.3320613446802769,0.48196340563773604,0.07733752037913873,18.072604051878653,1,0
52,0.2523666219570105,0.5499418120548653,0.08814067500729512,17.863304268026198,0,1
53,0.2523666219570105,0.5499418120548653,0.08814067500729512,17.863304268026198,1,0
54,0.19179863268732797,0.6248719146298493,0.10140621400700763,17.656010921247436,0,1
55,0.19179863268732797,0.6248719146298493,0.10140621400700763,17.656010921247436,1,0
56,2.6173028352,1.3910979788226139,3.763429583133489,33.9574458446404,0,1
57,2.6173028352,1.3910979788226139,3.763429583133489,33.9574458446404,1,0
58,2.749150154752,0.8887110948790731,1.9942900441773959,35.36794363638034,0,1
59,2.749150154752,0.8887110948790731,1.9942900441773959,35.36794363638034,1,0
60,2.84935411761152,0.5954930801609017,1.0263075729278006,35.94586238832867,0,0
61,2.84935411761152,0.5954930801609017,1.0263075729278006,35.94586238832867,1,0
62,2.1655091293847555,0.5087247015635106,0.6550297946512205,35.91162441215937,0,0
63,2.1655091293847555,0.5087247015635106,0.6550297946512205,35.91162441215937,1,0
64,1.6457869383324142,0.4972913505556531,0.4814233858818344,35.67755838029376,0,0
65,1.6457869383324142,0.4972913505556531,0.4814233858818344,35.67755838029376,1,0
66,1.2507980731326347,0.5225099789642216,0.3907389646621153,35.362988034218816,0,0
67,1.2507980731326347,0.5225099789642216,0.3907389646621153,35.362988034218816,1,0
68,0.9506065355808024,0.5701068458999508,0.34116603923717087,35.01175263486045,0,0
69,0.9506065355808024,0.5701068458999508,0.34116603923717087,35.01175263486045,1,0
70,0.7224609670414098,0.6339647856475648,0.3148601996970142,34.642788297842344,0,0
71,0.7224609670414098,0.6339647856475648,0.3148601996970142,34.642788297842344,1,0
72,0.5490703349514715,0.7111609272194296,0.30331500691008756,34.26528983354027,0,1
73,0.5490703349514715,0.7111609272194296,0.30331500691008756,34.26528983354027,1,0
74,1.1772934545631184,0.7056117419839312,0.2618176527404007,33.92446397372217,0,0
75,1.1772934545631184,0.7056117419839312,0.2618176527404007,33.92446397372217,1,0
76,2.6173028352,1.3910979788226139,3.763429583133489,33.9574458446404,0,1
77,2.6173028352,1.3910979788226139,3.763429583133489,33.9574458446404,1,0
78,1.9891501547519999,1.0736848366839244,2.4947117704748223,34.86752191008291,0,1
79,1.9891501547519999,1.0736848366839244,2.4947117704748223,34.86752191008291,1,0
80,1.51175411761152,0.9460960792035926,1.8665429403165321,35.1169737100417,0,1
81,1.51175411761152,0.9460960792035926,1.8665429403165321,35.1169737100417,1,0
82,1.1489331293847551,0.9079238513799837,1.5192452772028435,35.07885442692471,0,1
83,1.1489331293847551,0.9079238513799837,1.5192452772028435,35.07885442692471,1,0
84,0.8731891783324139,0.9198332576040618,1.313929100684888,34.89807624045347,0,1
85,0.8731891783324139,0.9198332576040618,1.313929100684888,34.89807624045347,1,0
86,0.6636237755326346,0.9640547195049418,1.1885070066165577,34.63988305827098,0,1
87,0.6636237755326346,0.9640547195049418,1.1885070066165577,34.63988305827098,1,0
88,0.5043540694048023,1.0316608363134692,1.112070637547709,34.337047617969375,0,1
89,0.5043540694048023,1.0316608363134692,1.112070637547709,34.337047617969375,1,0
90,0.3833090927476498,1.1177762897013035,1.0679249951392424,34.00748020458559,0,1
91,0.3833090927476498,1.1177762897013035,1.0679249951392424,34.00748020458559,1,0
92,0.29131491048821384,1.219553061435186,1.0464689067701605,33.66164265149289,0,1
93,0.29131491048821384,1.219553061435186,1.0464689067701605,33.66164265149289,1,0
