,0,1,policy,action
636,0.6600000000000001,0.96,0,9
637,0.6600000000000001,0.96,1,8
638,0.6200000000000001,-0.33999999999999997,0,5
639,0.6200000000000001,-0.33999999999999997,1,3
640,-0.48,0.1200000000000001,0,9
641,-0.48,0.1200000000000001,1,8
642,1.0,0.3800000000000001,0,7
643,1.0,0.3800000000000001,1,5
644,1.0,0.45999999999999996,0,7
645,1.0,0.45999999999999996,1,5
646,1.0,0.040000000000000036,0,5
647,1.0,0.040000000000000036,1,3
648,1.0,0.78,0,9
649,1.0,0.78,1,7
650,1.0,-0.45999999999999996,0,3
651,1.0,-0.45999999999999996,1,1
652,1.0,-0.14,0,4
653,1.0,-0.14,1,2
654,1.0,-0.98,0,0
655,1.0,-0.98,1,0
656,1.0,0.6400000000000001,0,8
657,1.0,0.6400000000000001,1,6
658,1.0,0.8800000000000001,0,9
659,1.0,0.8800000000000001,1,7
660,-0.48,0.1200000000000001,0,9
661,-0.48,0.1200000000000001,1,8
662,1.0,-0.48,0,2
663,1.0,-0.48,1,1
664,0.7,0.6799999999999999,0,9
665,0.7,0.6799999999999999,1,7
666,0.6000000000000001,-0.4,0,5
667,0.6000000000000001,-0.4,1,3
668,0.6200000000000001,0.28,0,8
669,0.6200000000000001,0.28,1,6
670,0.6200000000000001,-0.56,0,4
671,0.6200000000000001,-0.56,1,2
672,0.6400000000000001,0.96,0,9
673,0.6400000000000001,0.96,1,8
674,0.6200000000000001,0.040000000000000036,0,7
675,0.6200000000000001,0.040000000000000036,1,5
676,0.6400000000000001,-0.94,0,2
677,0.6400000000000001,-0.94,1,0
678,0.6799999999999999,0.40000000000000013,0,8
679,0.6799999999999999,0.40000000000000013,1,6
680,-0.21999999999999997,0.6600000000000001,0,9
681,-0.21999999999999997,0.6600000000000001,1,8
682,1.0,-0.040000000000000036,0,5
683,1.0,-0.040000000000000036,1,3
684,1.0,0.21999999999999997,0,6
685,1.0,0.21999999999999997,1,4
686,1.0,0.40000000000000013,0,7
687,1.0,0.40000000000000013,1,5
688,1.0,-0.74,0,1
689,1.0,-0.74,1,0
690,1.0,-0.28,0,3
691,1.0,-0.28,1,2
692,1.0,-0.54,0,2
693,1.0,-0.54,1,0
694,1.0,-0.56,0,2
695,1.0,-0.56,1,0
696,1.0,0.32000000000000006,0,6
697,1.0,0.32000000000000006,1,4
698,1.0,0.8400000000000001,0,9
699,1.0,0.8400000000000001,1,7
700,-0.21999999999999997,0.6600000000000001,0,9
701,-0.21999999999999997,0.6600000000000001,1,8
702,1.0,0.06000000000000005,0,5
703,1.0,0.06000000000000005,1,3
704,0.6799999999999999,-0.8200000000000001,0,2
705,0.6799999999999999,-0.8200000000000001,1,0
706,0.6400000000000001,-0.17999999999999994,0,6
707,0.6400000000000001,-0.17999999999999994,1,4
708,0.6400000000000001,0.14000000000000012,0,7
709,0.6400000000000001,0.14000000000000012,1,5
710,0.6400000000000001,0.76,0,9
711,0.6400000000000001,0.76,1,8
712,0.6200000000000001,0.8600000000000001,0,9
713,0.6200000000000001,0.8600000000000001,1,8
714,0.6200000000000001,0.52,0,9
715,0.6200000000000001,0.52,1,7
716,0.6600000000000001,0.6400000000000001,0,9
717,0.6600000000000001,0.6400000000000001,1,7
718,0.6000000000000001,-0.78,0,3
719,0.6000000000000001,-0.78,1,1
720,-0.6799999999999999,-0.4,0,9
721,-0.6799999999999999,-0.4,1,8
722,1.0,0.6799999999999999,0,8
723,1.0,0.6799999999999999,1,6
724,1.0,0.14000000000000012,0,5
725,1.0,0.14000000000000012,1,4
726,1.0,-0.29999999999999993,0,3
727,1.0,-0.29999999999999993,1,1
728,1.0,-0.17999999999999994,0,4
729,1.0,-0.17999999999999994,1,2
730,1.0,0.6200000000000001,0,8
